customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchase,payment_method,frequency_of_purchase
1739,60,Male,Handbag,Accessories,35,Tennessee,M,Green,Spring,2.9,FALSE,2-Day Shipping,FALSE,FALSE,37,Credit Card,Weekly
1740,21,Male,Jewelry,Accessories,82,Minnesota,L,Silver,Winter,4.2,FALSE,Express,FALSE,FALSE,23,Cash,Weekly
1741,69,Male,Pants,Clothing,125,Wisconsin,L,Charcoal,Fall,3.3,FALSE,Next Day Air,FALSE,FALSE,10,Bank Transfer,Every 3 Months
1742,41,Male,Pants,Clothing,111,Delaware,XL,Teal,Winter,3.6,FALSE,Next Day Air,FALSE,FALSE,20,Bank Transfer,Monthly
1743,51,Male,Sandals,Footwear,155,Kansas,XL,White,Spring,4.3,FALSE,Express,FALSE,FALSE,18,Venmo,Every 3 Months
1744,23,Male,Skirt,Clothing,130,Missouri,XL,Brown,Winter,3.3,FALSE,Standard,FALSE,FALSE,3,Bank Transfer,Weekly
1745,57,Male,Sunglasses,Accessories,57,Michigan,L,Teal,Winter,3,FALSE,Standard,FALSE,FALSE,23,PayPal,Weekly
1746,40,Male,Skirt,Clothing,100,West Virginia,L,Red,Winter,3.6,FALSE,Store Pickup,FALSE,FALSE,27,Cash,Weekly
1747,65,Male,Handbag,Accessories,174,Alabama,L,Brown,Summer,3.1,FALSE,Store Pickup,FALSE,FALSE,44,Bank Transfer,Fortnightly
1748,61,Male,Coat,Outerwear,68,New Hampshire,M,Yellow,Winter,2.9,FALSE,Express,FALSE,FALSE,41,Venmo,Quarterly
1749,34,Male,Skirt,Clothing,63,Montana,L,Teal,Winter,3.9,FALSE,2-Day Shipping,FALSE,FALSE,41,Bank Transfer,Annually
1750,43,Male,Hoodie,Clothing,33,Wyoming,L,Pink,Fall,3.2,FALSE,2-Day Shipping,FALSE,FALSE,36,Debit Card,Every 3 Months
1751,31,Male,Sunglasses,Accessories,28,Missouri,M,White,Fall,3.1,FALSE,Express,FALSE,FALSE,38,Venmo,Every 3 Months
1752,57,Male,Sweater,Clothing,36,Ohio,M,Silver,Winter,3.2,FALSE,2-Day Shipping,FALSE,FALSE,34,Cash,Annually
1753,34,Male,Boots,Footwear,95,South Dakota,L,Blue,Winter,3.3,FALSE,Store Pickup,FALSE,FALSE,14,Venmo,Quarterly
1754,25,Male,Skirt,Clothing,148,Colorado,L,Black,Fall,4.8,FALSE,Next Day Air,FALSE,FALSE,23,Credit Card,Fortnightly
1755,66,Male,Dress,Clothing,158,Massachusetts,S,Beige,Fall,3.8,FALSE,2-Day Shipping,FALSE,FALSE,18,Credit Card,Fortnightly
1756,56,Male,Belt,Accessories,41,Delaware,XL,Charcoal,Spring,4.6,FALSE,Next Day Air,FALSE,FALSE,45,Cash,Monthly
1757,49,Male,Jewelry,Accessories,127,New Hampshire,S,Cyan,Fall,2.8,FALSE,Free Shipping,FALSE,FALSE,14,Bank Transfer,Weekly
1758,19,Male,Dress,Clothing,165,Michigan,L,Yellow,Fall,3.6,FALSE,Standard,FALSE,FALSE,48,Debit Card,Annually
1759,27,Male,Hat,Accessories,72,Pennsylvania,M,Silver,Winter,4.3,FALSE,Free Shipping,FALSE,FALSE,17,Venmo,Bi-Weekly
1760,68,Male,Sweater,Clothing,31,Louisiana,L,Green,Spring,4,FALSE,Next Day Air,FALSE,FALSE,1,PayPal,Weekly
1761,20,Male,Skirt,Clothing,163,Minnesota,XL,Peach,Spring,3.5,FALSE,Standard,FALSE,FALSE,39,PayPal,Weekly
1762,21,Male,Hoodie,Clothing,86,Hawaii,S,Green,Fall,4.9,FALSE,2-Day Shipping,FALSE,FALSE,24,Cash,Weekly
1763,36,Male,Sandals,Footwear,41,Idaho,M,Brown,Summer,3.1,FALSE,Express,FALSE,FALSE,41,Bank Transfer,Fortnightly
1764,37,Male,Jewelry,Accessories,122,Vermont,M,Lavender,Winter,3.9,FALSE,Store Pickup,FALSE,FALSE,28,PayPal,Annually
1765,61,Male,Dress,Clothing,35,Delaware,M,Charcoal,Summer,3,FALSE,Store Pickup,FALSE,FALSE,34,Venmo,Quarterly
1766,68,Male,Hoodie,Clothing,43,New Mexico,M,Orange,Spring,4.1,FALSE,2-Day Shipping,FALSE,FALSE,41,Venmo,Quarterly
1767,60,Male,Sweater,Clothing,43,Alaska,S,Cyan,Winter,4.3,FALSE,2-Day Shipping,FALSE,FALSE,27,Cash,Bi-Weekly
1768,69,Male,Jewelry,Accessories,40,Minnesota,L,Lavender,Fall,3.8,FALSE,2-Day Shipping,FALSE,FALSE,46,Debit Card,Fortnightly
1769,25,Male,Sandals,Footwear,39,Nebraska,M,Indigo,Summer,3.9,FALSE,2-Day Shipping,FALSE,FALSE,2,PayPal,Every 3 Months
1770,32,Male,Socks,Clothing,131,Alaska,L,Brown,Winter,4.3,FALSE,Free Shipping,FALSE,FALSE,45,Cash,Monthly
1771,53,Male,Backpack,Accessories,42,Michigan,M,Pink,Fall,4.3,FALSE,Express,FALSE,FALSE,34,Bank Transfer,Weekly
1772,46,Male,Shirt,Clothing,111,Indiana,XL,Turquoise,Fall,4.7,FALSE,Store Pickup,FALSE,FALSE,9,Credit Card,Annually
1773,58,Male,Shoes,Footwear,47,Hawaii,M,Gold,Summer,3.1,FALSE,2-Day Shipping,FALSE,FALSE,1,Bank Transfer,Annually
1774,21,Male,Coat,Outerwear,124,West Virginia,M,Blue,Summer,2.7,FALSE,Free Shipping,FALSE,FALSE,17,PayPal,Annually
1775,46,Male,Sweater,Clothing,56,New York,M,Lavender,Spring,3.7,FALSE,Express,FALSE,FALSE,6,PayPal,Weekly
1776,18,Male,Jacket,Outerwear,88,Iowa,M,Violet,Spring,3.3,FALSE,2-Day Shipping,FALSE,FALSE,12,Cash,Bi-Weekly
1777,56,Male,Jacket,Outerwear,77,Arizona,L,Cyan,Summer,3.4,FALSE,Free Shipping,FALSE,FALSE,10,Venmo,Every 3 Months
1778,18,Male,Sneakers,Footwear,150,Minnesota,L,Purple,Winter,4.7,FALSE,Free Shipping,FALSE,FALSE,4,Cash,Fortnightly
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,FALSE,Store Pickup,FALSE,FALSE,8,Debit Card,Bi-Weekly
1780,29,Male,Scarf,Accessories,163,Virginia,M,Charcoal,Winter,4.3,FALSE,Free Shipping,FALSE,FALSE,41,Venmo,Weekly
1781,67,Male,Jewelry,Accessories,134,North Dakota,S,Gray,Summer,4.2,FALSE,Next Day Air,FALSE,FALSE,49,Credit Card,Weekly
1782,31,Male,T-shirt,Clothing,152,Iowa,M,Pink,Fall,3.7,FALSE,Express,FALSE,FALSE,49,Bank Transfer,Quarterly
1783,52,Male,Pants,Clothing,70,Utah,M,Lavender,Fall,2.7,FALSE,Next Day Air,FALSE,FALSE,40,Bank Transfer,Fortnightly
1784,42,Male,Handbag,Accessories,175,Ohio,L,Lavender,Winter,3.3,FALSE,Free Shipping,FALSE,FALSE,30,Credit Card,Monthly
1785,32,Male,Backpack,Accessories,174,Louisiana,L,Yellow,Summer,4.8,FALSE,Standard,FALSE,FALSE,4,Debit Card,Quarterly
1786,47,Male,Gloves,Accessories,98,Iowa,S,Peach,Fall,4.1,FALSE,Next Day Air,FALSE,FALSE,22,Venmo,Monthly
1787,45,Male,Jacket,Outerwear,47,Maryland,M,Brown,Spring,4.6,FALSE,2-Day Shipping,FALSE,FALSE,22,Venmo,Monthly
1788,20,Male,Sweater,Clothing,137,Montana,L,Gold,Fall,4.9,FALSE,2-Day Shipping,FALSE,FALSE,10,Bank Transfer,Quarterly
1789,66,Male,Blouse,Clothing,123,Illinois,L,Pink,Summer,3.1,FALSE,Store Pickup,FALSE,FALSE,23,Cash,Bi-Weekly
1790,52,Male,Blouse,Clothing,66,Arizona,L,Peach,Spring,3,FALSE,2-Day Shipping,FALSE,FALSE,43,Debit Card,Quarterly
1791,50,Male,Gloves,Accessories,140,North Carolina,S,Violet,Summer,3.7,FALSE,Store Pickup,FALSE,FALSE,31,PayPal,Bi-Weekly
1792,62,Male,Jeans,Clothing,74,Montana,S,Purple,Winter,4,FALSE,Store Pickup,FALSE,FALSE,38,Cash,Annually
1793,38,Male,Sneakers,Footwear,104,Iowa,M,Peach,Fall,3,FALSE,Express,FALSE,FALSE,22,Debit Card,Every 3 Months
1794,65,Male,Hat,Accessories,173,Iowa,S,White,Fall,3.8,FALSE,Store Pickup,FALSE,FALSE,45,Cash,Every 3 Months
1795,60,Male,Backpack,Accessories,69,Ohio,L,Indigo,Spring,3.7,FALSE,Express,FALSE,FALSE,21,Debit Card,Fortnightly
1796,68,Male,Jeans,Clothing,56,Wisconsin,S,Violet,Fall,4,FALSE,2-Day Shipping,FALSE,FALSE,9,Debit Card,Fortnightly
1797,62,Male,Skirt,Clothing,31,South Carolina,S,Brown,Spring,3.1,FALSE,Store Pickup,FALSE,FALSE,34,Venmo,Weekly
1798,62,Male,Belt,Accessories,34,Oregon,L,Maroon,Spring,3.9,FALSE,2-Day Shipping,FALSE,FALSE,26,Venmo,Weekly
1799,40,Male,Dress,Clothing,132,North Dakota,L,Magenta,Winter,3.7,FALSE,Express,FALSE,FALSE,1,Cash,Weekly
1800,32,Male,Hoodie,Clothing,118,California,M,Charcoal,Fall,3.9,FALSE,Express,FALSE,FALSE,47,Venmo,Weekly
1801,22,Male,Coat,Outerwear,190,Mississippi,XL,Indigo,Winter,2.7,FALSE,Express,FALSE,FALSE,30,Credit Card,Weekly
1802,33,Male,Sweater,Clothing,129,New Jersey,M,Turquoise,Spring,3.9,FALSE,Express,FALSE,FALSE,48,Debit Card,Fortnightly
1803,57,Male,Shorts,Clothing,94,Rhode Island,L,Turquoise,Winter,2.6,FALSE,Store Pickup,FALSE,FALSE,31,Venmo,Bi-Weekly
1804,60,Male,Sneakers,Footwear,97,New Hampshire,S,Gray,Summer,3.5,FALSE,Free Shipping,FALSE,FALSE,33,Venmo,Fortnightly
1805,30,Male,Sweater,Clothing,36,Louisiana,L,Peach,Winter,4.4,FALSE,Next Day Air,FALSE,FALSE,39,Credit Card,Weekly
1806,41,Male,T-shirt,Clothing,120,Arizona,L,Gold,Spring,4.9,FALSE,Store Pickup,FALSE,FALSE,46,Debit Card,Weekly
1807,58,Male,Handbag,Accessories,92,Rhode Island,M,Green,Fall,3.9,FALSE,Standard,FALSE,FALSE,24,Venmo,Annually
1808,34,Male,Sneakers,Footwear,120,Vermont,L,Gold,Summer,3.5,FALSE,Standard,FALSE,FALSE,37,Venmo,Fortnightly
1809,67,Male,Jacket,Outerwear,156,Tennessee,M,Lavender,Spring,4.3,FALSE,Next Day Air,FALSE,FALSE,7,Debit Card,Monthly
1810,58,Male,Backpack,Accessories,81,Alaska,S,Blue,Fall,3.4,FALSE,Free Shipping,FALSE,FALSE,6,Debit Card,Fortnightly
1811,41,Male,Jeans,Clothing,114,Maryland,M,Magenta,Fall,2.7,FALSE,Standard,FALSE,FALSE,16,Cash,Bi-Weekly
1812,42,Male,Belt,Accessories,144,Wisconsin,L,Blue,Summer,3.6,FALSE,Standard,FALSE,FALSE,33,Bank Transfer,Annually
1813,50,Male,Boots,Footwear,87,Nevada,S,Blue,Summer,4.9,FALSE,Express,FALSE,FALSE,18,PayPal,Bi-Weekly
1814,40,Male,Shorts,Clothing,88,Illinois,M,Olive,Spring,3.5,FALSE,Free Shipping,FALSE,FALSE,24,PayPal,Weekly
1815,32,Male,Jeans,Clothing,136,Montana,M,White,Summer,3.8,FALSE,Free Shipping,FALSE,FALSE,24,Cash,Quarterly
1816,51,Male,Shoes,Footwear,93,New Mexico,L,White,Winter,4.5,FALSE,2-Day Shipping,FALSE,FALSE,48,Credit Card,Every 3 Months
1817,26,Male,Hat,Accessories,156,Virginia,M,Purple,Summer,4,FALSE,Express,FALSE,FALSE,4,Cash,Weekly
1818,32,Male,T-shirt,Clothing,56,Delaware,M,White,Summer,4.7,FALSE,Free Shipping,FALSE,FALSE,20,Cash,Weekly
1819,58,Male,Sunglasses,Accessories,62,North Carolina,M,White,Fall,3.8,FALSE,Express,FALSE,FALSE,47,Debit Card,Every 3 Months
1820,51,Male,Socks,Clothing,156,Nevada,S,Peach,Spring,4.5,FALSE,Next Day Air,FALSE,FALSE,50,Cash,Quarterly
1821,19,Male,Shirt,Clothing,148,Washington,XL,Gold,Fall,5,FALSE,Express,FALSE,FALSE,31,PayPal,Monthly
1822,57,Male,Shorts,Clothing,27,Maine,M,Teal,Spring,2.8,FALSE,Express,FALSE,FALSE,29,PayPal,Quarterly
1823,66,Male,Shirt,Clothing,135,Connecticut,S,Cyan,Summer,4.4,FALSE,Standard,FALSE,FALSE,4,Cash,Annually
1824,62,Male,Socks,Clothing,79,Louisiana,L,Pink,Fall,4.7,FALSE,Free Shipping,FALSE,FALSE,40,Bank Transfer,Bi-Weekly
1825,58,Male,Pants,Clothing,26,Illinois,XL,Magenta,Winter,3.8,FALSE,Express,FALSE,FALSE,31,Cash,Monthly
1826,23,Male,Boots,Footwear,194,South Dakota,M,Pink,Winter,4.9,FALSE,Next Day Air,FALSE,FALSE,41,Credit Card,Weekly
1827,45,Male,T-shirt,Clothing,72,Indiana,M,Turquoise,Winter,4.2,FALSE,Express,FALSE,FALSE,44,Debit Card,Annually
1828,20,Male,T-shirt,Clothing,204,Vermont,S,Pink,Spring,4.9,FALSE,2-Day Shipping,FALSE,FALSE,31,Bank Transfer,Weekly
1829,33,Male,Coat,Outerwear,52,New Hampshire,L,Gray,Spring,3.9,FALSE,Express,FALSE,FALSE,45,Cash,Every 3 Months
1830,30,Male,Hat,Accessories,166,Oregon,M,White,Spring,4.9,FALSE,2-Day Shipping,FALSE,FALSE,50,Credit Card,Quarterly
1831,50,Male,Sunglasses,Accessories,33,Kansas,M,Blue,Winter,4.8,FALSE,Express,FALSE,FALSE,7,Venmo,Annually
1832,62,Male,Blouse,Clothing,78,Maine,M,Cyan,Summer,3.3,FALSE,Free Shipping,FALSE,FALSE,5,Bank Transfer,Every 3 Months
1833,69,Male,Jewelry,Accessories,167,Louisiana,M,Blue,Fall,4.6,FALSE,Free Shipping,FALSE,FALSE,48,Cash,Monthly
1834,34,Male,Jewelry,Accessories,170,Louisiana,M,Yellow,Spring,4.5,FALSE,2-Day Shipping,FALSE,FALSE,19,PayPal,Fortnightly
1835,49,Male,Skirt,Clothing,46,Indiana,M,Charcoal,Summer,4.1,FALSE,2-Day Shipping,FALSE,FALSE,39,Venmo,Fortnightly
1836,65,Male,Scarf,Accessories,142,Kentucky,M,Lavender,Fall,3.2,FALSE,2-Day Shipping,FALSE,FALSE,45,Credit Card,Quarterly
1837,66,Male,Pants,Clothing,142,South Carolina,M,Teal,Fall,4.2,FALSE,2-Day Shipping,FALSE,FALSE,35,Credit Card,Monthly
1838,41,Male,Hat,Accessories,158,Montana,M,Beige,Winter,4.8,FALSE,Free Shipping,FALSE,FALSE,8,Venmo,Monthly
1839,37,Male,Gloves,Accessories,91,Vermont,L,Blue,Fall,4.1,FALSE,Next Day Air,FALSE,FALSE,11,Credit Card,Quarterly
1840,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,FALSE,Store Pickup,FALSE,FALSE,32,Cash,Annually
1841,42,Male,Sandals,Footwear,76,Wyoming,M,Gold,Winter,2.6,FALSE,Store Pickup,FALSE,FALSE,46,Bank Transfer,Every 3 Months
1842,31,Male,Socks,Clothing,130,Vermont,L,Blue,Winter,3,FALSE,Standard,FALSE,FALSE,7,PayPal,Every 3 Months
1843,61,Male,Handbag,Accessories,97,Alabama,M,Black,Summer,4.4,FALSE,Express,FALSE,FALSE,1,Debit Card,Annually
1844,36,Male,Jacket,Outerwear,63,Kentucky,M,Charcoal,Fall,4.7,FALSE,Next Day Air,FALSE,FALSE,32,Credit Card,Monthly
1845,60,Male,Shorts,Clothing,78,South Dakota,M,Purple,Spring,2.7,FALSE,2-Day Shipping,FALSE,FALSE,31,Credit Card,Annually
1846,51,Male,Sandals,Footwear,100,Delaware,M,Orange,Winter,2.8,FALSE,2-Day Shipping,FALSE,FALSE,39,Bank Transfer,Quarterly
1847,68,Male,Scarf,Accessories,124,Wisconsin,M,Yellow,Summer,2.9,FALSE,Standard,FALSE,FALSE,9,Venmo,Quarterly
1848,46,Male,Sandals,Footwear,173,Arizona,XL,Cyan,Summer,4.4,FALSE,Free Shipping,FALSE,FALSE,49,Credit Card,Weekly
1849,19,Male,Jeans,Clothing,107,Maine,XL,Yellow,Winter,2.7,FALSE,Express,FALSE,FALSE,34,Cash,Every 3 Months
1850,30,Male,Skirt,Clothing,87,New Mexico,M,Maroon,Winter,4.5,FALSE,Store Pickup,FALSE,FALSE,35,Bank Transfer,Monthly
1851,51,Male,Gloves,Accessories,132,Wyoming,S,Black,Winter,2.8,FALSE,Store Pickup,FALSE,FALSE,50,Debit Card,Weekly
1852,28,Male,Skirt,Clothing,39,Delaware,S,Lavender,Fall,3.1,FALSE,Free Shipping,FALSE,FALSE,4,Bank Transfer,Fortnightly
1853,41,Male,Sweater,Clothing,60,Pennsylvania,XL,Violet,Winter,3.8,FALSE,Store Pickup,FALSE,FALSE,32,Cash,Weekly
1854,29,Male,Blouse,Clothing,31,North Dakota,XL,Olive,Spring,2.9,FALSE,Express,FALSE,FALSE,11,PayPal,Fortnightly
1855,25,Male,Sweater,Clothing,141,Kentucky,M,Teal,Spring,3.8,FALSE,Express,FALSE,FALSE,49,Credit Card,Annually
1856,60,Male,Shirt,Clothing,65,Rhode Island,XL,Teal,Spring,4.7,FALSE,Standard,FALSE,FALSE,9,Cash,Annually
1857,63,Male,Jewelry,Accessories,26,Arizona,XL,Beige,Summer,3.2,FALSE,Free Shipping,FALSE,FALSE,30,PayPal,Bi-Weekly
1858,51,Male,T-shirt,Clothing,35,Colorado,L,Maroon,Summer,4,FALSE,Next Day Air,FALSE,FALSE,33,Cash,Monthly
1859,22,Male,Scarf,Accessories,225,Maine,S,Peach,Spring,4.9,FALSE,2-Day Shipping,FALSE,FALSE,8,Debit Card,Annually
1860,54,Male,Belt,Accessories,171,New Jersey,L,Beige,Summer,3.7,FALSE,Store Pickup,FALSE,FALSE,29,Debit Card,Fortnightly
1861,18,Male,T-shirt,Clothing,172,Kansas,M,Silver,Summer,4.8,FALSE,Next Day Air,FALSE,FALSE,4,Credit Card,Monthly
1862,29,Male,Sneakers,Footwear,45,South Dakota,S,Peach,Fall,3.6,FALSE,Standard,FALSE,FALSE,19,Debit Card,Monthly
1863,59,Male,Gloves,Accessories,67,New Hampshire,M,Turquoise,Winter,4.6,FALSE,Express,FALSE,FALSE,10,PayPal,Fortnightly
1864,25,Male,Sandals,Footwear,139,Connecticut,L,Orange,Spring,4.3,FALSE,2-Day Shipping,FALSE,FALSE,39,Debit Card,Monthly
1865,19,Male,Backpack,Accessories,124,Wyoming,S,Cyan,Fall,3.2,FALSE,2-Day Shipping,FALSE,FALSE,21,Venmo,Quarterly
1866,56,Male,Pants,Clothing,39,Missouri,S,Silver,Summer,3.8,FALSE,Store Pickup,FALSE,FALSE,12,Bank Transfer,Monthly
1867,31,Male,T-shirt,Clothing,152,Alaska,XL,Gold,Winter,4.2,FALSE,Standard,FALSE,FALSE,9,Credit Card,Fortnightly
1868,45,Male,Skirt,Clothing,162,Delaware,M,Brown,Fall,3.4,FALSE,2-Day Shipping,FALSE,FALSE,20,Venmo,Quarterly
1869,23,Male,Gloves,Accessories,176,Indiana,M,Silver,Spring,4.7,FALSE,Next Day Air,FALSE,FALSE,44,Cash,Fortnightly
1870,18,Male,Blouse,Clothing,117,West Virginia,S,Beige,Spring,3.9,FALSE,2-Day Shipping,FALSE,FALSE,16,Debit Card,Every 3 Months
1871,43,Male,Blouse,Clothing,120,Wyoming,L,Violet,Spring,4.3,FALSE,Store Pickup,FALSE,FALSE,27,Debit Card,Fortnightly
1872,56,Male,Jeans,Clothing,53,Illinois,XL,Violet,Fall,2.7,FALSE,Standard,FALSE,FALSE,14,Cash,Every 3 Months
1873,43,Male,T-shirt,Clothing,91,Alaska,M,Lavender,Summer,4.6,FALSE,Standard,FALSE,FALSE,24,Credit Card,Monthly
1874,64,Male,Sweater,Clothing,54,Wisconsin,XL,Red,Fall,2.9,FALSE,Express,FALSE,FALSE,49,Bank Transfer,Weekly
1875,67,Male,Pants,Clothing,168,Indiana,L,Purple,Fall,3.6,FALSE,Free Shipping,FALSE,FALSE,14,Cash,Weekly
1876,63,Male,Boots,Footwear,41,Tennessee,M,Brown,Winter,3.9,FALSE,Next Day Air,FALSE,FALSE,6,Credit Card,Quarterly
1877,54,Male,Skirt,Clothing,78,Illinois,M,Gray,Fall,2.6,FALSE,Standard,FALSE,FALSE,20,Venmo,Quarterly
1878,69,Male,Gloves,Accessories,95,Pennsylvania,L,Pink,Fall,3.6,FALSE,Express,FALSE,FALSE,3,Credit Card,Annually
1879,34,Male,Socks,Clothing,116,Oklahoma,L,Magenta,Summer,3.4,FALSE,Store Pickup,FALSE,FALSE,5,Credit Card,Monthly
1880,56,Male,T-shirt,Clothing,72,Tennessee,L,Charcoal,Spring,3.5,FALSE,Express,FALSE,FALSE,46,Cash,Bi-Weekly
1881,34,Male,Blouse,Clothing,96,New Jersey,L,Yellow,Fall,3.1,FALSE,2-Day Shipping,FALSE,FALSE,8,Debit Card,Monthly
1882,58,Male,Blouse,Clothing,30,New Jersey,M,Red,Winter,4.3,FALSE,Standard,FALSE,FALSE,13,Cash,Bi-Weekly
1883,44,Male,Scarf,Accessories,106,Tennessee,L,Blue,Winter,5,FALSE,Store Pickup,FALSE,FALSE,25,Bank Transfer,Quarterly
1884,25,Male,Backpack,Accessories,29,Georgia,M,Cyan,Spring,4.9,FALSE,Store Pickup,FALSE,FALSE,39,Debit Card,Fortnightly
1885,27,Male,Shorts,Clothing,100,Arizona,S,Pink,Summer,4.3,FALSE,Next Day Air,FALSE,FALSE,15,Bank Transfer,Bi-Weekly
1886,26,Male,Jewelry,Accessories,129,Nevada,S,Maroon,Winter,4.4,FALSE,Standard,FALSE,FALSE,35,Cash,Monthly
1887,18,Male,Gloves,Accessories,153,Arkansas,L,Beige,Spring,4.4,FALSE,Next Day Air,FALSE,FALSE,46,Cash,Bi-Weekly
1888,64,Male,Hoodie,Clothing,52,North Dakota,XL,Gold,Fall,3.5,FALSE,Express,FALSE,FALSE,3,PayPal,Monthly
1889,62,Male,Hoodie,Clothing,84,South Dakota,XL,Turquoise,Winter,3.4,FALSE,Free Shipping,FALSE,FALSE,48,Credit Card,Weekly
1890,59,Male,Skirt,Clothing,27,North Carolina,L,Peach,Spring,2.5,FALSE,Next Day Air,FALSE,FALSE,27,Bank Transfer,Weekly
1891,36,Male,Sunglasses,Accessories,89,Hawaii,M,Lavender,Spring,3.4,FALSE,Store Pickup,FALSE,FALSE,5,Credit Card,Weekly
1892,69,Male,Jewelry,Accessories,99,New Hampshire,M,Gray,Summer,2.6,FALSE,Next Day Air,FALSE,FALSE,48,Debit Card,Quarterly
1893,39,Male,Jacket,Outerwear,63,California,M,Blue,Fall,4.6,FALSE,2-Day Shipping,FALSE,FALSE,12,Venmo,Weekly
1894,28,Male,Dress,Clothing,99,Delaware,L,Red,Summer,3.7,FALSE,Express,FALSE,FALSE,10,PayPal,Fortnightly
1895,42,Male,Hoodie,Clothing,46,Arizona,M,Purple,Fall,2.5,FALSE,Free Shipping,FALSE,FALSE,48,Debit Card,Bi-Weekly
1896,31,Male,Jeans,Clothing,80,Washington,L,Indigo,Fall,4.5,FALSE,Express,FALSE,FALSE,3,Debit Card,Monthly
1897,57,Male,Sandals,Footwear,42,Nevada,M,Gold,Fall,2.9,FALSE,Standard,FALSE,FALSE,19,Venmo,Monthly
1898,53,Male,Sunglasses,Accessories,141,Alaska,L,Teal,Winter,2.9,FALSE,Free Shipping,FALSE,FALSE,11,Debit Card,Fortnightly
1899,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,FALSE,Next Day Air,FALSE,FALSE,25,Venmo,Monthly
1900,32,Male,Shorts,Clothing,46,New York,L,Maroon,Winter,4.2,FALSE,Store Pickup,FALSE,FALSE,42,PayPal,Weekly
1901,65,Male,Jewelry,Accessories,166,Iowa,S,Blue,Summer,3.3,FALSE,Free Shipping,FALSE,FALSE,34,Cash,Quarterly
1902,56,Male,Socks,Clothing,89,Arizona,S,Beige,Winter,3.9,FALSE,Store Pickup,FALSE,FALSE,50,Cash,Quarterly
1903,31,Male,Sandals,Footwear,150,New Mexico,S,Olive,Spring,5,FALSE,Store Pickup,FALSE,FALSE,21,Venmo,Monthly
1904,59,Male,Pants,Clothing,45,North Carolina,M,Gold,Summer,3.3,FALSE,Standard,FALSE,FALSE,37,Bank Transfer,Weekly
1905,22,Male,T-shirt,Clothing,207,Nevada,S,Silver,Spring,4.2,FALSE,Free Shipping,FALSE,FALSE,46,Cash,Monthly
1906,47,Male,Boots,Footwear,133,Idaho,M,Teal,Summer,4.9,FALSE,2-Day Shipping,FALSE,FALSE,14,Bank Transfer,Fortnightly
1907,23,Male,Backpack,Accessories,127,Vermont,M,Green,Spring,4.6,FALSE,2-Day Shipping,FALSE,FALSE,24,PayPal,Fortnightly
1908,69,Male,Skirt,Clothing,130,New Mexico,L,Orange,Fall,4.8,FALSE,Store Pickup,FALSE,FALSE,36,Credit Card,Every 3 Months
1909,18,Male,Scarf,Accessories,89,Georgia,XL,Charcoal,Winter,2.7,FALSE,Next Day Air,FALSE,FALSE,19,Debit Card,Bi-Weekly
1910,50,Male,Sweater,Clothing,58,Kentucky,S,Black,Spring,4.3,FALSE,Store Pickup,FALSE,FALSE,12,Credit Card,Monthly
1911,29,Male,Sandals,Footwear,144,New York,S,Yellow,Fall,3.8,FALSE,Express,FALSE,FALSE,13,Debit Card,Quarterly
1912,65,Male,Jewelry,Accessories,75,Arizona,M,Gray,Spring,4.9,FALSE,Express,FALSE,FALSE,32,Debit Card,Bi-Weekly
1913,29,Male,Sweater,Clothing,89,Colorado,S,Charcoal,Winter,3.4,FALSE,2-Day Shipping,FALSE,FALSE,5,Credit Card,Bi-Weekly
1914,49,Male,Skirt,Clothing,90,Kentucky,M,Peach,Winter,3.6,FALSE,Express,FALSE,FALSE,29,Cash,Annually
1915,28,Male,Shorts,Clothing,117,Alaska,L,Green,Fall,3.4,FALSE,Standard,FALSE,FALSE,40,Credit Card,Fortnightly
1916,51,Male,Backpack,Accessories,117,Alabama,M,Magenta,Fall,4.7,FALSE,2-Day Shipping,FALSE,FALSE,44,Cash,Weekly
1917,26,Male,Hoodie,Clothing,53,Connecticut,S,Beige,Winter,3,FALSE,Next Day Air,FALSE,FALSE,3,Debit Card,Bi-Weekly
1918,38,Male,Skirt,Clothing,57,Hawaii,L,Black,Winter,3.4,FALSE,Free Shipping,FALSE,FALSE,35,PayPal,Bi-Weekly
1919,35,Male,Skirt,Clothing,28,Idaho,S,Purple,Summer,4.6,FALSE,Standard,FALSE,FALSE,33,Debit Card,Monthly
1920,34,Male,Backpack,Accessories,38,Virginia,M,Olive,Summer,3.1,FALSE,Express,FALSE,FALSE,20,PayPal,Bi-Weekly
1921,51,Male,Blouse,Clothing,106,Connecticut,M,Purple,Spring,2.8,FALSE,Standard,FALSE,FALSE,40,Cash,Every 3 Months
1922,47,Male,Shirt,Clothing,68,Michigan,M,Green,Fall,3.5,FALSE,Store Pickup,FALSE,FALSE,13,Venmo,Annually
1923,18,Male,Gloves,Accessories,157,Kentucky,S,Peach,Summer,4.6,FALSE,Standard,FALSE,FALSE,9,PayPal,Monthly
1924,64,Male,Sandals,Footwear,41,Nebraska,XL,Blue,Summer,4.3,FALSE,Standard,FALSE,FALSE,7,Cash,Annually
